file_name,category
1942257.mp4,01.01 Прочая реклама
1942260.jpg,27.01 Спорт+букмекер
1942266.png,01.01 Прочая реклама
1942278.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1942298.jpg,28.08 Застройщик
1942332.jpg,01.01 Прочая реклама
1942333.jpg,01.01 Прочая реклама
1942334.jpg,01.01 Прочая реклама
1942368.mp4,01.01 Прочая реклама
1942462.jpg,"08.01 Дистанционные продажи,24.01 Медицинские услуги,05.02 Иностранные слова,05.05 Физическое лицо,01.01 Прочая реклама,09.02 Иные акции"
1942469.png,01.01 Прочая реклама
1942473.jpg,01.01 Прочая реклама
1942500.jpg,28.13 Строительство (Кооператив)
1942502.png,01.01 Прочая реклама
1942523.png,"01.01 Прочая реклама,28.08 Застройщик"
1942524.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1942530.jpg,01.01 Прочая реклама
1942540.png,"01.01 Прочая реклама,28.08 Застройщик"
1942546.png,"01.01 Прочая реклама,28.08 Застройщик"
1942592.png,"01.01 Прочая реклама,28.08 Застройщик"
1942611.mp4,01.01 Прочая реклама
1942616.jpg,28.09 Архитектурный проект
1942640.jpg,28.08 Застройщик
1942655.jpg,01.01 Прочая реклама
1942656.jpg,01.01 Прочая реклама
1942657.jpg,01.01 Прочая реклама
1942658.jpg,01.01 Прочая реклама
1942659.jpg,01.01 Прочая реклама
1942660.jpg,01.01 Прочая реклама
1942661.jpg,01.01 Прочая реклама
1942674.jpg,01.01 Прочая реклама
1942687.zip,01.01 Прочая реклама
1942689.zip,01.01 Прочая реклама
1942693.png,01.01 Прочая реклама
1942694.png,01.01 Прочая реклама
1942695.png,01.01 Прочая реклама
1942711.jpg,28.08 Застройщик
1942712.jpg,28.08 Застройщик
1942713.jpg,28.08 Застройщик
1942733.JPG,02.03 Объявление о работе
1942796.jpg,"05.05 Физическое лицо,01.01 Прочая реклама"
1942820.png,01.01 Прочая реклама
1942827.mp4,05.05 Физическое лицо
1942849.jpg,01.01 Прочая реклама
1942850.jpg,01.01 Прочая реклама
1942851.jpg,01.01 Прочая реклама
1942862.jpg,01.01 Прочая реклама
1942865.mp4,01.01 Прочая реклама
1942875.jpg,01.01 Прочая реклама
1942886.zip,28.08 Застройщик
1942887.jpg,28.08 Застройщик
1942888.jpg,28.08 Застройщик
1942904.jpg,01.01 Прочая реклама
1942920.mp4,01.01 Прочая реклама
1942921.mp4,01.01 Прочая реклама
1942922.mp4,01.01 Прочая реклама
1942923.mp4,01.01 Прочая реклама
1942941.jpg,01.01 Прочая реклама
1942949.jpg,01.01 Прочая реклама
1942951.mp4,01.01 Прочая реклама
1942952.mp4,01.01 Прочая реклама
1942953.mp4,01.01 Прочая реклама
1942958.jpg,"08.01 Дистанционные продажи,24.01 Медицинские услуги,05.02 Иностранные слова,05.05 Физическое лицо,01.01 Прочая реклама,09.02 Иные акции"
1943001.jpg,"08.01 Дистанционные продажи,24.01 Медицинские услуги,05.02 Иностранные слова,05.05 Физическое лицо,01.01 Прочая реклама,09.02 Иные акции"
1943051.jpg,01.01 Прочая реклама
1943052.jpg,01.01 Прочая реклама
1943053.jpg,01.01 Прочая реклама
1943054.jpg,01.01 Прочая реклама
1943055.jpg,01.01 Прочая реклама
1943056.jpg,01.01 Прочая реклама
1943057.jpg,01.01 Прочая реклама
1943064.mp4,01.01 Прочая реклама
1943065.mp4,01.01 Прочая реклама
1943066.mp4,01.01 Прочая реклама
1943067.mp4,01.01 Прочая реклама
1943068.mp4,01.01 Прочая реклама
1943069.mp4,01.01 Прочая реклама
1943078.jpg,01.01 Прочая реклама
1943082.jpg,09.02 Иные акции
1943087.jpg,01.01 Прочая реклама
1943097.jpg,28.01 Финансовая организация (банк брокер страхование и т.д.)
1943106.jpg,01.01 Прочая реклама
1943127.png,01.01 Прочая реклама
1943134.jpeg,21.03 Бар ресторан
1943147.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1943148.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1943157.png,01.01 Прочая реклама
1943161.jpg,01.01 Прочая реклама
1943175.jpg,"05.03 Информационная продукция,08.01 Дистанционные продажи,01.01 Прочая реклама"
1943190.mp4,05.07 QR-код / адрес сайта
1943193.png,"05.03 Информационная продукция,08.01 Дистанционные продажи,01.01 Прочая реклама,09.02 Иные акции"
1943213.zip,09.02 Иные акции
1943215.zip,09.02 Иные акции
1943216.jpg,09.02 Иные акции
1943217.jpg,09.02 Иные акции
1943218.jpg,09.02 Иные акции
1943246.mp4,01.01 Прочая реклама
1943247.mp4,01.01 Прочая реклама
1943248.mp4,01.01 Прочая реклама
1943249.mp4,01.01 Прочая реклама
1943261.pdf,"05.03 Информационная продукция,01.01 Прочая реклама"
1943262.pdf,"05.03 Информационная продукция,01.01 Прочая реклама"
1943263.pdf,"05.03 Информационная продукция,01.01 Прочая реклама"
1943265.jpg,01.01 Прочая реклама
1943284.mp4,01.01 Прочая реклама
1943291.jpg,01.01 Прочая реклама
1943301.jpeg,01.01 Прочая реклама
1943308.jpg,01.01 Прочая реклама
1943309.jpg,01.01 Прочая реклама
1943322.jpg,01.01 Прочая реклама
1943333.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),01.01 Прочая реклама,09.02 Иные акции"
1943334.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),01.01 Прочая реклама,09.02 Иные акции"
1943335.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),01.01 Прочая реклама,09.02 Иные акции"
1943336.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),01.01 Прочая реклама,09.02 Иные акции"
1943349.mp4,01.01 Прочая реклама
1943353.jpg,02.03 Объявление о работе
1943368.jpg,01.01 Прочая реклама
1943369.jpg,01.01 Прочая реклама
1943386.jpg,01.01 Прочая реклама
1943390.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),01.01 Прочая реклама"
1943393.mp4,01.01 Прочая реклама
1943409.jpg,"05.02 Иностранные слова,09.02 Иные акции"
1943410.jpg,"28.13 Строительство (Кооператив),28.07 Строительство (ДДУ),05.02 Иностранные слова,09.02 Иные акции"
1943441.png,"05.03 Информационная продукция,08.01 Дистанционные продажи,01.01 Прочая реклама,09.02 Иные акции"
1943466.jpg,01.01 Прочая реклама
1943479.jpg,01.01 Прочая реклама
1943492.jpg,28.08 Застройщик
1943493.jpg,28.08 Застройщик
1943494.jpg,28.08 Застройщик
1943568.jpg,01.01 Прочая реклама
1943581.jpg,01.01 Прочая реклама
1943591.jpg,28.08 Застройщик
1943592.jpg,28.08 Застройщик
1943601.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1943602.png,"01.01 Прочая реклама,28.08 Застройщик"
1943608.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1943609.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1943615.mp4,28.09 Архитектурный проект
1943617.mp4,01.01 Прочая реклама
1943693.jpg,01.01 Прочая реклама
1943694.jpg,01.01 Прочая реклама
1943695.jpg,01.01 Прочая реклама
1943696.jpg,01.01 Прочая реклама
1943697.jpg,01.01 Прочая реклама
1943712.png,01.01 Прочая реклама
1943713.png,01.01 Прочая реклама
1943724.jpg,"05.02 Иностранные слова,09.02 Иные акции"
1943725.jpg,"28.13 Строительство (Кооператив),28.07 Строительство (ДДУ),05.02 Иностранные слова,09.02 Иные акции"
1943741.jpg,28.08 Застройщик
1943746.avi,01.01 Прочая реклама
1943751.pdf,01.01 Прочая реклама
1943767.jpg,01.01 Прочая реклама
1943778.png,01.01 Прочая реклама
1943779.png,01.01 Прочая реклама
1943790.mp4,01.01 Прочая реклама
1943801.png,"01.01 Прочая реклама,09.02 Иные акции"
1943802.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1943803.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1943804.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1943806.jpg,28.08 Застройщик
1943808.png,05.07 QR-код / адрес сайта
1943836.jpg,01.01 Прочая реклама
1943840.jpg,28.08 Застройщик
1943841.jpg,28.08 Застройщик
1943855.jpg,28.08 Застройщик
1943856.jpg,28.08 Застройщик
1943857.jpg,28.08 Застройщик
1943861.jpg,01.01 Прочая реклама
1943866.zip,01.01 Прочая реклама
1943868.mp4,01.01 Прочая реклама
1943869.mp4,01.01 Прочая реклама
1943905.jpg,28.08 Застройщик
1943906.jpg,28.08 Застройщик
1943907.jpg,28.08 Застройщик
1943925.jpg,28.08 Застройщик
1943927.jpg,"05.02 Иностранные слова,09.02 Иные акции"
1943944.jpg,"05.02 Иностранные слова,09.02 Иные акции"
1944024.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944052.png,28.08 Застройщик
1944053.jpg,28.08 Застройщик
1944054.jpg,28.08 Застройщик
1944055.jpg,28.08 Застройщик
1944056.jpg,28.08 Застройщик
1944057.jpg,28.08 Застройщик
1944058.jpg,28.08 Застройщик
1944069.pdf,01.01 Прочая реклама
1944084.jpg,01.01 Прочая реклама
1944212.jpg,01.01 Прочая реклама
1944216.jpg,01.01 Прочая реклама
1944217.jpg,01.01 Прочая реклама
1944251.mp4,01.01 Прочая реклама
1944278.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1944334.JPG,28.01 Финансовая организация (банк брокер страхование и т.д.)
1944355.jpg,05.07 QR-код / адрес сайта
1944363.jpg,"05.07 QR-код / адрес сайта,01.01 Прочая реклама"
1944372.jpg,09.02 Иные акции
1944403.jpg,01.01 Прочая реклама
1944404.jpg,01.01 Прочая реклама
1944405.jpg,01.01 Прочая реклама
1944406.jpg,01.01 Прочая реклама
1944420.jpg,01.01 Прочая реклама
1944421.jpg,01.01 Прочая реклама
1944422.jpg,01.01 Прочая реклама
1944423.jpg,01.01 Прочая реклама
1944424.jpg,01.01 Прочая реклама
1944425.jpg,01.01 Прочая реклама
1944426.jpg,01.01 Прочая реклама
1944427.jpg,01.01 Прочая реклама
1944428.jpg,01.01 Прочая реклама
1944429.jpg,01.01 Прочая реклама
1944434.jpg,01.01 Прочая реклама
1944435.jpg,01.01 Прочая реклама
1944436.jpg,01.01 Прочая реклама
1944437.jpg,01.01 Прочая реклама
1944438.jpg,01.01 Прочая реклама
1944439.jpg,01.01 Прочая реклама
1944440.jpg,01.01 Прочая реклама
1944441.jpg,01.01 Прочая реклама
1944442.jpg,01.01 Прочая реклама
1944443.jpg,01.01 Прочая реклама
1944444.jpg,01.01 Прочая реклама
1944445.jpg,01.01 Прочая реклама
1944446.jpg,01.01 Прочая реклама
1944476.png,"01.01 Прочая реклама,28.08 Застройщик"
1944502.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944503.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944504.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944505.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944506.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944507.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944508.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944509.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944510.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944511.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944512.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944513.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944514.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944515.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944564.jpg,01.01 Прочая реклама
1944567.jpg,01.01 Прочая реклама
1944588.jpg,01.01 Прочая реклама
1944591.jpg,28.10 Построенная недвижимость
1944601.jpg,01.01 Прочая реклама
1944602.jpg,01.01 Прочая реклама
1944603.jpg,01.01 Прочая реклама
1944604.jpg,01.01 Прочая реклама
1944605.jpg,01.01 Прочая реклама
1944606.jpg,01.01 Прочая реклама
1944611.jpg,28.08 Застройщик
1944612.jpg,28.08 Застройщик
1944613.jpg,28.08 Застройщик
1944614.jpg,28.08 Застройщик
1944647.jpg,05.05 Физическое лицо
1944648.jpg,05.05 Физическое лицо
1944649.jpg,05.05 Физическое лицо
1944650.jpg,05.05 Физическое лицо
1944651.jpg,05.05 Физическое лицо
1944660.jpg,01.01 Прочая реклама
1944678.mp4,28.10 Построенная недвижимость
1944702.zip,24.01 Медицинские услуги
1944704.zip,24.01 Медицинские услуги
1944705.zip,24.01 Медицинские услуги
1944707.zip,24.01 Медицинские услуги
1944709.zip,24.01 Медицинские услуги
1944710.zip,24.01 Медицинские услуги
1944712.zip,24.01 Медицинские услуги
1944713.zip,24.01 Медицинские услуги
1944715.zip,24.01 Медицинские услуги
1944717.zip,24.01 Медицинские услуги
1944718.zip,24.01 Медицинские услуги
1944720.zip,24.01 Медицинские услуги
1944723.pdf,24.01 Медицинские услуги
1944724.jpg,24.01 Медицинские услуги
1944725.jpg,24.01 Медицинские услуги
1944726.jpg,24.01 Медицинские услуги
1944727.jpg,24.01 Медицинские услуги
1944728.jpg,24.01 Медицинские услуги
1944729.jpg,24.01 Медицинские услуги
1944730.jpg,24.01 Медицинские услуги
1944731.jpg,24.01 Медицинские услуги
1944732.jpg,24.01 Медицинские услуги
1944733.jpg,24.01 Медицинские услуги
1944734.jpg,24.01 Медицинские услуги
1944735.jpg,24.01 Медицинские услуги
1944741.jpg,01.01 Прочая реклама
1944742.jpg,01.01 Прочая реклама
1944743.jpg,01.01 Прочая реклама
1944755.zip,28.08 Застройщик
1944757.zip,28.08 Застройщик
1944759.jpg,28.08 Застройщик
1944760.jpg,28.08 Застройщик
1944761.jpg,28.08 Застройщик
1944777.mp4,28.08 Застройщик
1944782.jpg,01.01 Прочая реклама
1944790.jpg,01.01 Прочая реклама
1944798.zip,09.02 Иные акции
1944800.zip,09.02 Иные акции
1944801.zip,09.02 Иные акции
1944803.mp4,09.02 Иные акции
1944804.mp4,09.02 Иные акции
1944805.png,09.02 Иные акции
1944806.png,09.02 Иные акции
1944825.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944826.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944827.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944828.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944829.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1944836.mp4,09.02 Иные акции
1944852.jpg,28.10 Построенная недвижимость
1944853.jpg,28.10 Построенная недвижимость
1944864.jpg,01.01 Прочая реклама
1944876.jpg,01.01 Прочая реклама
1944892.jpg,05.05 Физическое лицо
1944901.png,28.01 Финансовая организация (банк брокер страхование и т.д.)
1944918.mp4,"08.01 Дистанционные продажи,01.01 Прочая реклама,09.02 Иные акции"
1944938.jpg,24.01 Медицинские услуги
1944939.jpg,24.01 Медицинские услуги
1944940.jpg,24.01 Медицинские услуги
1944945.png,09.02 Иные акции
1944948.mp4,01.01 Прочая реклама
1944949.mp4,01.01 Прочая реклама
1944963.mp4,01.01 Прочая реклама
1944987.jpg,01.01 Прочая реклама
1945023.jpg,21.04 Безалкогольное пиво/вино
1945047.mp4,01.01 Прочая реклама
1945078.png,01.01 Прочая реклама
1945212.jpg,28.08 Застройщик
1945213.png,28.08 Застройщик
1945216.mp4,01.01 Прочая реклама
1945217.mp4,01.01 Прочая реклама
1945231.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1945233.mp4,01.01 Прочая реклама
1945242.jpg,"28.07 Строительство (ДДУ),28.08 Застройщик"
1945245.jpg,01.01 Прочая реклама
1945266.jpe,"01.01 Прочая реклама,09.02 Иные акции"
1945279.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),28.02 Кредит/Ипотека,28.03 Вклад"
1945308.jpg,01.01 Прочая реклама
1945360.mp4,01.01 Прочая реклама
1945361.jpg,01.01 Прочая реклама
1945375.mp4,01.01 Прочая реклама
1945376.jpg,01.01 Прочая реклама
1945384.jpg,01.01 Прочая реклама
1945385.jpg,01.01 Прочая реклама
1945386.jpg,01.01 Прочая реклама
1945387.jpg,01.01 Прочая реклама
1945388.jpg,01.01 Прочая реклама
1945389.jpg,01.01 Прочая реклама
1945398.jpeg,05.03 Информационная продукция
1945402.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),28.10 Построенная недвижимость"
1945410.mp4,05.05 Физическое лицо
1945411.mp4,05.05 Физическое лицо
1945412.mp4,05.05 Физическое лицо
1945413.mp4,05.05 Физическое лицо
1945414.mp4,05.05 Физическое лицо
1945415.mp4,05.05 Физическое лицо
1945416.mp4,05.05 Физическое лицо
1945426.png,28.10 Построенная недвижимость
1945427.jpg,28.10 Построенная недвижимость
1945434.jpg,"24.01 Медицинские услуги,09.02 Иные акции"
1945443.mp4,02.03 Объявление о работе
1945447.mp4,"01.01 Прочая реклама,28.08 Застройщик"
1945448.mp4,"01.01 Прочая реклама,28.08 Застройщик"
1945451.pdf,01.01 Прочая реклама
1945452.pdf,01.01 Прочая реклама
1945454.mp4,01.01 Прочая реклама
1945466.png,09.02 Иные акции
1945487.mp4,28.08 Застройщик
1945488.mp4,28.08 Застройщик
1945489.mp4,28.08 Застройщик
1945495.jpg,05.05 Физическое лицо
1945496.jpg,05.05 Физическое лицо
1945527.png,"28.10 Построенная недвижимость,28.07 Строительство (ДДУ)"
1945528.jpg,"28.10 Построенная недвижимость,28.07 Строительство (ДДУ)"
1945529.jpg,"28.10 Построенная недвижимость,28.07 Строительство (ДДУ)"
1945534.jpg,24.01 Медицинские услуги
1945535.jpg,24.01 Медицинские услуги
1945558.jpg,01.01 Прочая реклама
1945559.jpg,01.01 Прочая реклама
1945560.jpg,01.01 Прочая реклама
1945561.jpg,01.01 Прочая реклама
1945562.jpg,01.01 Прочая реклама
1945563.jpg,01.01 Прочая реклама
1945564.jpg,01.01 Прочая реклама
1945565.jpg,01.01 Прочая реклама
1945566.jpg,01.01 Прочая реклама
1945567.jpg,01.01 Прочая реклама
1945572.jpg,01.01 Прочая реклама
1945592.png,28.08 Застройщик
1945623.jpg,01.01 Прочая реклама
1945624.jpg,01.01 Прочая реклама
1945632.jpg,01.01 Прочая реклама
1945641.jpg,09.02 Иные акции
1945642.jpg,09.02 Иные акции
1945643.jpg,09.02 Иные акции
1945648.jpeg,01.01 Прочая реклама
1945697.mp4,28.08 Застройщик
1945698.mp4,28.08 Застройщик
1945699.mp4,28.08 Застройщик
1945707.jpg,28.08 Застройщик
1945737.jpg,01.01 Прочая реклама
1945738.jpg,01.01 Прочая реклама
1945785.jpg,01.01 Прочая реклама
1945786.jpg,01.01 Прочая реклама
1945787.jpg,01.01 Прочая реклама
1945794.PNG,05.05 Физическое лицо
1945804.jpg,01.01 Прочая реклама
1945819.jpg,"24.01 Медицинские услуги,01.01 Прочая реклама"
1945843.png,01.01 Прочая реклама
1945854.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1945855.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1945856.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1945879.jpg,01.01 Прочая реклама
1945880.jpg,01.01 Прочая реклама
1945881.jpg,01.01 Прочая реклама
1945887.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1945916.jpg,01.01 Прочая реклама
1945924.mp4,01.01 Прочая реклама
1945925.mp4,01.01 Прочая реклама
1945926.mp4,01.01 Прочая реклама
1945927.mp4,01.01 Прочая реклама
1945939.mp4,01.01 Прочая реклама
1945940.mp4,01.01 Прочая реклама
1945963.jpeg,01.01 Прочая реклама
1945968.jpg,01.01 Прочая реклама
1945991.jpg,01.01 Прочая реклама
1945994.pdf,28.08 Застройщик
1945995.pdf,28.08 Застройщик
1946001.pdf,28.01 Финансовая организация (банк брокер страхование и т.д.)
1946005.mp4,01.01 Прочая реклама
1946012.mp4,05.05 Физическое лицо
1946013.mp4,05.05 Физическое лицо
1946014.mp4,05.05 Физическое лицо
1946036.zip,01.01 Прочая реклама
1946038.zip,01.01 Прочая реклама
1946039.zip,01.01 Прочая реклама
1946053.jpg,01.01 Прочая реклама
1946054.jpg,01.01 Прочая реклама
1946055.jpg,01.01 Прочая реклама
1946056.jpg,01.01 Прочая реклама
1946075.jpg,01.01 Прочая реклама
1946083.jpg,01.01 Прочая реклама
1946084.jpg,01.01 Прочая реклама
1946085.jpg,01.01 Прочая реклама
1946102.mp4,01.01 Прочая реклама
1946118.jpeg,24.06 МедОрганизация/Аптека
1946140.jpg,01.01 Прочая реклама
1946169.mp4,01.01 Прочая реклама
1946170.mp4,01.01 Прочая реклама
1946173.jpg,09.02 Иные акции
1946179.jpg,01.01 Прочая реклама
1946180.jpg,01.01 Прочая реклама
1946181.jpg,01.01 Прочая реклама
1946201.jpg,01.01 Прочая реклама
1946210.mp4,27.01 Спорт+букмекер
1946211.mp4,27.01 Спорт+букмекер
1946212.mp4,27.01 Спорт+букмекер
1946213.mp4,27.01 Спорт+букмекер
1946214.mp4,27.01 Спорт+букмекер
1946215.mp4,27.01 Спорт+букмекер
1946216.mp4,27.01 Спорт+букмекер
1946217.mp4,27.01 Спорт+букмекер
1946218.mp4,27.01 Спорт+букмекер
1946219.mp4,27.01 Спорт+букмекер
1946220.mp4,27.01 Спорт+букмекер
1946221.mp4,27.01 Спорт+букмекер
1946222.mp4,27.01 Спорт+букмекер
1946223.mp4,27.01 Спорт+букмекер
1946231.zip,01.01 Прочая реклама
1946232.mp4,01.01 Прочая реклама
1946233.mp4,01.01 Прочая реклама
1946242.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946243.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946244.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946245.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946246.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946247.jpg,"28.10 Построенная недвижимость,28.08 Застройщик"
1946263.png,"01.01 Прочая реклама,09.02 Иные акции"
1946268.jpg,01.01 Прочая реклама
1946290.jpg,28.08 Застройщик
1946314.mp4,28.01 Финансовая организация (банк брокер страхование и т.д.)
1946399.jpeg,"05.05 Физическое лицо,01.01 Прочая реклама"
1946422.jpg,"28.13 Строительство (Кооператив),28.10 Построенная недвижимость,28.07 Строительство (ДДУ),09.02 Иные акции,28.12 Рассрочка"
1946423.jpg,"28.13 Строительство (Кооператив),28.10 Построенная недвижимость,28.07 Строительство (ДДУ),09.02 Иные акции,28.12 Рассрочка"
1946424.jpg,"28.13 Строительство (Кооператив),28.10 Построенная недвижимость,28.07 Строительство (ДДУ),09.02 Иные акции,28.12 Рассрочка"
1946428.jpg,01.01 Прочая реклама
1946450.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1946466.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946467.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946468.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946469.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946490.mp4,01.01 Прочая реклама
1946491.mp4,01.01 Прочая реклама
1946504.jpg,01.01 Прочая реклама
1946517.jpg,"08.01 Дистанционные продажи,01.01 Прочая реклама"
1946519.mp4,01.01 Прочая реклама
1946524.mp4,01.01 Прочая реклама
1946538.jpeg,01.01 Прочая реклама
1946549.jpg,01.01 Прочая реклама
1946550.jpg,01.01 Прочая реклама
1946551.jpg,01.01 Прочая реклама
1946552.jpg,01.01 Прочая реклама
1946555.jpg,02.03 Объявление о работе
1946562.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1946576.jpg,05.05 Физическое лицо
1946593.jpg,01.01 Прочая реклама
1946600.jpg,05.05 Физическое лицо
1946605.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946620.jpg,01.01 Прочая реклама
1946621.jpg,01.01 Прочая реклама
1946626.jpg,28.08 Застройщик
1946628.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1946631.jpg,01.01 Прочая реклама
1946642.mp4,01.01 Прочая реклама
1946742.jpg,01.01 Прочая реклама
1946743.mp4,01.01 Прочая реклама
1946744.msg,01.01 Прочая реклама
1946745.zip,01.01 Прочая реклама
1946747.zip,01.01 Прочая реклама
1946748.MP4,01.01 Прочая реклама
1946750.mp4,01.01 Прочая реклама
1946751.mp4,01.01 Прочая реклама
1946752.mp4,01.01 Прочая реклама
1946753.mp4,01.01 Прочая реклама
1946754.mp4,01.01 Прочая реклама
1946755.mp4,01.01 Прочая реклама
1946756.mp4,01.01 Прочая реклама
1946757.mp4,01.01 Прочая реклама
1946758.mp4,01.01 Прочая реклама
1946759.mp4,01.01 Прочая реклама
1946760.mp4,01.01 Прочая реклама
1946761.mp4,01.01 Прочая реклама
1946762.mp4,01.01 Прочая реклама
1946763.mp4,01.01 Прочая реклама
1946764.mp4,01.01 Прочая реклама
1946765.mp4,01.01 Прочая реклама
1946766.mp4,01.01 Прочая реклама
1946767.mp4,01.01 Прочая реклама
1946768.mp4,01.01 Прочая реклама
1946769.mp4,01.01 Прочая реклама
1946770.jpg,01.01 Прочая реклама
1946771.jpg,01.01 Прочая реклама
1946772.jpg,01.01 Прочая реклама
1946773.jpg,01.01 Прочая реклама
1946774.jpg,01.01 Прочая реклама
1946775.jpg,01.01 Прочая реклама
1946783.mp4,28.10 Построенная недвижимость
1946791.jpg,09.02 Иные акции
1946792.jpg,09.02 Иные акции
1946819.png,28.08 Застройщик
1946820.png,28.08 Застройщик
1946821.png,28.08 Застройщик
1946822.png,28.08 Застройщик
1946823.png,28.08 Застройщик
1946832.png,02.03 Объявление о работе
1946833.png,02.03 Объявление о работе
1946839.jpg,01.01 Прочая реклама
1946845.jpg,01.01 Прочая реклама
1946859.jpg,01.01 Прочая реклама
1946872.zip,09.01 Стимулирующее мероприятие
1946877.jpg,09.01 Стимулирующее мероприятие
1946878.jpg,09.01 Стимулирующее мероприятие
1946884.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946896.jpg,28.08 Застройщик
1946897.jpg,28.08 Застройщик
1946899.mp4,01.01 Прочая реклама
1946905.jpg,02.03 Объявление о работе
1946907.mp4,01.01 Прочая реклама
1946929.jpg,01.01 Прочая реклама
1946930.jpg,01.01 Прочая реклама
1946943.jpg,"01.01 Прочая реклама,09.02 Иные акции"
1946957.mp4,01.01 Прочая реклама
1947022.jpg,01.01 Прочая реклама
1947023.jpg,01.01 Прочая реклама
1947024.jpg,01.01 Прочая реклама
1947025.jpg,01.01 Прочая реклама
1947026.jpg,01.01 Прочая реклама
1947027.jpg,01.01 Прочая реклама
1947028.jpg,01.01 Прочая реклама
1947029.jpg,01.01 Прочая реклама
1947030.jpg,01.01 Прочая реклама
1947031.jpg,01.01 Прочая реклама
1947032.jpg,01.01 Прочая реклама
1947033.jpg,01.01 Прочая реклама
1947034.jpg,01.01 Прочая реклама
1947040.png,21.03 Бар ресторан
1947067.jpg,01.01 Прочая реклама
1947072.jpg,28.08 Застройщик
1947086.jpg,21.04 Безалкогольное пиво/вино
1947096.JPG,01.01 Прочая реклама
1947111.jpg,"01.01 Прочая реклама,28.08 Застройщик"
1947117.mp4,01.01 Прочая реклама
1947135.zip,01.01 Прочая реклама
1947164.jpg,09.01 Стимулирующее мероприятие
1947169.mp4,01.01 Прочая реклама
1947177.jpg,28.08 Застройщик
1947192.jpg,01.01 Прочая реклама
1947202.jpg,28.08 Застройщик
1947203.jpg,28.08 Застройщик
1947215.jpg,01.01 Прочая реклама
1947216.jpg,01.01 Прочая реклама
1947223.jpg,02.03 Объявление о работе
1947237.jpg,01.01 Прочая реклама
1947238.jpg,01.01 Прочая реклама
1947250.mp4,28.01 Финансовая организация (банк брокер страхование и т.д.)
1947256.jpg,28.08 Застройщик
1947269.zip,01.01 Прочая реклама
1947276.png,01.01 Прочая реклама
1947277.png,01.01 Прочая реклама
1947287.mp4,"01.01 Прочая реклама,09.02 Иные акции"
1947322.mp4,01.01 Прочая реклама
